period,source_name,destination_name,firm,firm_type,cc1 lcu fee,cc1 fx margin,cc1 total cost %
2021_2Q,Germany,Nigeria,Postbank,Post office,1.5,0.0,1.07
2021_2Q,Italy,Nigeria,Banca Monte dei Paschi di Siena,Bank,21.0,0.0,15.0
2021_2Q,Italy,Nigeria,Unicredit Banca,Bank,20.5,0.0,14.64
2021_2Q,Germany,Ghana,Postbank,Post office,8.5,0.0,6.07
2021_2Q,Germany,Nigeria,Postbank,Post office,8.5,0.0,6.07
2021_2Q,Kenya,Uganda,United Bank for Africa (UBA),Bank,1650.0,-0.04,9.13
2021_2Q,Kenya,Tanzania,United Bank for Africa (UBA),Bank,1650.0,-0.04,9.13
2021_2Q,Saudi Arabia,Ethiopia,Western Union,Money Transfer Operator,17.25,0.78,3.08
2021_2Q,Italy,Nigeria,Extrabanca,Money Transfer Operator,4.0,1.47,4.33
2021_2Q,Italy,Nigeria,Extrabanca,Money Transfer Operator,5.0,1.47,5.04
2021_2Q,Italy,Senegal,Extrabanca,Money Transfer Operator,4.0,0.0,2.86
2021_2Q,Italy,Senegal,Extrabanca,Money Transfer Operator,5.0,0.0,3.57
2021_2Q,United States,Ethiopia,Walmart2World,Bank,8.0,0.09,4.09
2021_2Q,Germany,Ghana,EcoBank Rapid Transfer,Money Transfer Operator,5.0,1.46,5.03
2021_2Q,Kenya,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,1750.0,2.99,12.71
2021_2Q,Kenya,Tanzania,EcoBank Rapid Transfer,Money Transfer Operator,1750.0,4.35,14.07
2021_2Q,Kenya,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,1750.0,4.35,14.07
2021_2Q,Tanzania,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,11682.0,2.81,6.41
2021_2Q,Tanzania,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,11682.0,3.02,6.62
2021_2Q,Tanzania,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,11682.0,2.96,6.56
2021_2Q,Germany,Ghana,Rewire,Money Transfer Operator,1.4,1.76,2.76
2021_2Q,Kenya,Rwanda,EverSend,Money Transfer Operator,210.0,1.88,3.05
2021_2Q,Kenya,Tanzania,EverSend,Money Transfer Operator,210.0,2.44,3.61
2021_2Q,Kenya,Uganda,EverSend,Money Transfer Operator,210.0,2.15,3.31
2021_2Q,Italy,Nigeria,Poste Italiane via MoneyGram,Money Transfer Operator,10.0,5.63,12.77
2021_2Q,Italy,Ethiopia,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,8.42,13.7
2021_2Q,Italy,Senegal,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,0.0,5.29
2021_2Q,Italy,Nigeria,Poste Italiane via Western Union,Bank,1.9,1.57,2.93
2021_2Q,Italy,Senegal,Poste Italiane via Western Union,Bank,1.9,-0.4,0.96
2021_3Q,Italy,Nigeria,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,0.94,6.3
2021_3Q,Italy,Senegal,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,0.0,5.36
2021_3Q,Belgium,"Congo, Dem. Rep.",La Poste via Ria,Money Transfer Operator / Post office,5.0,9.32,12.89
2021_3Q,France,Senegal,La Poste via Western Union,Money Transfer Operator / Post office,3.9,0.16,2.94
2021_3Q,France,Senegal,La Poste via Western Union,Money Transfer Operator / Post office,6.4,0.19,4.76
2021_3Q,Germany,Ghana,Postbank via Western Union,Bank / Money Transfer Operator,1.9,8.46,9.82
2021_3Q,Germany,Nigeria,Postbank via Western Union,Bank / Money Transfer Operator,3.9,0.73,3.52
2021_3Q,Italy,Senegal,Poste Italiane via Eurogiro,Post office,14.0,0.0,10.0
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,3.9,2.55,5.34
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,0.0,2.06,2.06
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,0.0,2.06,2.06
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,0.0,2.29,2.29
2021_3Q,Belgium,"Congo, Dem. Rep.",Ria,Money Transfer Operator,6.5,2.78,7.42
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,3.99,3.86,6.71
2021_3Q,Belgium,"Congo, Dem. Rep.",Azimo,Money Transfer Operator,2.99,4.14,6.27
2021_3Q,Belgium,"Congo, Dem. Rep.",Atena Money Transfert,Money Transfer Operator,6.0,3.2,7.48
2021_3Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,7.9,9.31,14.96
2021_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.55,7.83
2021_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.58,7.86
2021_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.59,7.87
2021_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.59,7.87
2021_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.6,7.88
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyTrans,Money Transfer Operator / Post office,5.0,3.56,7.13
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyTrans,Money Transfer Operator / Post office,5.0,7.11,10.68
2021_3Q,Belgium,"Congo, Dem. Rep.",Small World,Money Transfer Operator,4.5,1.58,4.79
2021_3Q,Belgium,"Congo, Dem. Rep.",Small World,Money Transfer Operator,4.5,3.6,6.82
2021_3Q,Belgium,"Congo, Dem. Rep.",Small World,Money Transfer Operator,4.5,3.61,6.83
2021_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,4.9,4.05,7.55
2021_3Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,3.9,9.66,12.45
2021_3Q,United Kingdom,Ethiopia,Dahabshiil,Money Transfer Operator,7.2,2.75,8.75
2021_3Q,Italy,Ethiopia,Money Exchange Italia,Money Transfer Operator,2.5,2.86,4.64
2021_3Q,Italy,Ethiopia,Money Exchange Italia,Money Transfer Operator,2.5,2.0,3.79
2021_3Q,Saudi Arabia,Ethiopia,Western Union,Money Transfer Operator,23.0,3.23,6.3
2021_3Q,United States,Ethiopia,WorldRemit,Money Transfer Operator,3.99,0.57,2.56
2021_3Q,United States,Ethiopia,WorldRemit,Money Transfer Operator,3.99,0.68,2.67
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,3.99,2.69,5.54
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,3.99,2.7,5.55
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,3.99,2.72,5.57
2021_3Q,Italy,Ethiopia,Ria,Money Transfer Operator,4.5,4.48,7.69
2021_3Q,Italy,Ethiopia,Ria,Money Transfer Operator,4.5,4.69,7.9
2021_3Q,Italy,Ethiopia,MoneyGram,Money Transfer Operator,3.99,6.09,8.94
2021_3Q,Italy,Ethiopia,MoneyGram,Money Transfer Operator,3.99,6.74,9.59
2021_3Q,United Kingdom,Ethiopia,Western Union,Money Transfer Operator,4.9,6.49,10.57
2021_3Q,United Kingdom,Ethiopia,Ria,Money Transfer Operator,6.0,3.5,8.5
2021_3Q,United Kingdom,Ethiopia,Ria,Money Transfer Operator,8.0,3.04,9.71
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.57,1.58
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.58,1.59
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.6,1.61
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.99,1.89,2.71
2021_3Q,United States,Ethiopia,Xoom,Money Transfer Operator,5.99,4.14,7.13
2021_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,2.87,5.0
2021_3Q,Italy,Ethiopia,Western Union,Money Transfer Operator,2.9,15.53,17.6
2021_3Q,United States,Ethiopia,Walmart2World,Bank,7.99,0.34,4.33
2021_3Q,United States,Ethiopia,Walmart2World,Bank,8.0,0.68,4.68
2021_3Q,United States,Ethiopia,Walmart2World,Bank,15.0,0.38,7.88
2021_3Q,United States,Ethiopia,Ria,Money Transfer Operator,9.0,0.44,4.94
2021_3Q,Italy,Ethiopia,Small World,Money Transfer Operator,8.0,4.71,10.43
2021_3Q,United Kingdom,Ethiopia,MoneyGram,Money Transfer Operator,3.99,4.42,7.75
2021_3Q,Italy,Ethiopia,Azimo,Money Transfer Operator,11.99,1.06,9.63
2021_3Q,United States,Ethiopia,WorldRemit,Money Transfer Operator,5.99,0.0,3.0
2021_3Q,United States,Ethiopia,Ria,Money Transfer Operator,8.0,1.09,5.09
2021_3Q,United States,Ethiopia,Ria,Money Transfer Operator,15.0,1.09,8.59
2021_3Q,Saudi Arabia,Ethiopia,Western Union,Money Transfer Operator,23.0,15.01,18.08
2021_3Q,Saudi Arabia,Ethiopia,MoneyGram,Money Transfer Operator,30.0,3.56,7.56
2021_3Q,United States,Ethiopia,Western Union,Money Transfer Operator,8.0,13.27,17.27
2021_3Q,United States,Ethiopia,Amal Express,Money Transfer Operator,12.0,0.0,6.0
2021_3Q,United States,Ethiopia,Dahabshiil,Money Transfer Operator,12.0,0.0,6.0
2021_3Q,United Kingdom,Ethiopia,Azimo,Money Transfer Operator,11.99,0.32,10.31
2021_3Q,United Kingdom,Ethiopia,Azimo,Money Transfer Operator,11.99,0.36,10.35
2021_3Q,United Kingdom,Ethiopia,Azimo,Money Transfer Operator,11.99,0.45,10.44
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,4.99,2.68,6.25
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,4.99,2.69,6.25
2021_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,4.99,2.71,6.27
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.57,1.58
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.59,1.6
2021_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,1.6,1.61
2021_3Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,7.99,0.68,4.67
2021_3Q,United States,Ethiopia,Ria,Money Transfer Operator,5.0,0.4,2.9
2021_3Q,United States,Ethiopia,Ria,Money Transfer Operator,5.0,1.09,3.59
2021_3Q,Italy,Ethiopia,Western Union,Money Transfer Operator,2.9,15.43,17.5
2021_3Q,Italy,Ethiopia,Ria,Money Transfer Operator,7.0,5.42,10.42
2021_3Q,Italy,Ethiopia,MoneyGram,Money Transfer Operator,7.4,5.08,10.37
2021_3Q,United Kingdom,Ethiopia,MoneyGram,Money Transfer Operator,4.5,3.75,7.5
2021_3Q,United Kingdom,Ghana,Ghana International Bank,Bank,35.0,0.5,29.66
2021_3Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,5.46,7.6
2021_3Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,5.46,7.6
2021_3Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,5.47,7.6
2021_3Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,7.29,9.43
2021_3Q,United Kingdom,Ghana,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.17,6.37
2021_3Q,United Kingdom,Ghana,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.18,6.38
2021_3Q,United Kingdom,Ghana,Rewire,Money Transfer Operator,1.2,1.68,2.68
2021_3Q,United Kingdom,Ghana,Rewire,Money Transfer Operator,1.2,1.7,2.7
2021_3Q,Germany,Ghana,Rewire,Money Transfer Operator,1.4,1.61,2.61
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,0.0,7.1,7.1
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,0.0,7.1,7.1
2021_3Q,Canada,Ghana,Wise,Money Transfer Operator,4.77,0.01,2.4
2021_3Q,Canada,Ghana,MoneyGram,Money Transfer Operator,4.99,3.71,6.2
2021_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,0.99,4.55,5.26
2021_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,0.99,5.73,6.44
2021_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,0.99,7.2,7.9
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,3.84,7.41
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,3.85,7.42
2021_3Q,Netherlands,Ghana,MoneyGram,Money Transfer Operator,0.0,7.83,7.83
2021_3Q,Netherlands,Ghana,MoneyGram,Money Transfer Operator,0.0,7.83,7.83
2021_3Q,United Kingdom,Ghana,Sendwave,Money Transfer Operator,0.0,3.59,3.59
2021_3Q,United Kingdom,Ghana,Sendwave,Money Transfer Operator,0.0,4.21,4.21
2021_3Q,United Kingdom,Ghana,CashMinute,Money Transfer Operator,2.0,4.19,5.86
2021_3Q,United Kingdom,Ghana,CashMinute,Money Transfer Operator,2.0,4.57,6.24
2021_3Q,United Kingdom,Ghana,ATL Money Transfer,Money Transfer Operator,3.6,4.9,7.9
2021_3Q,United Kingdom,Ghana,ACE Money Transfer,Money Transfer Operator,2.0,-0.01,1.66
2021_3Q,United Kingdom,Ghana,ACE Money Transfer,Money Transfer Operator,2.0,1.56,3.23
2021_3Q,United Kingdom,Ghana,ACE Money Transfer,Money Transfer Operator,3.6,2.33,5.33
2021_3Q,Germany,Ghana,ATL Money Transfer,Money Transfer Operator,7.0,6.18,11.18
2021_3Q,Canada,Ghana,Western Union,Money Transfer Operator,0.0,4.6,4.6
2021_3Q,Netherlands,Ghana,Wise,Money Transfer Operator,2.95,0.0,2.1
2021_3Q,Netherlands,Ghana,TapTap Send,Money Transfer Operator,0.0,1.99,1.99
2021_3Q,Netherlands,Ghana,MoneyGram,Money Transfer Operator,3.99,7.83,10.68
2021_3Q,Netherlands,Ghana,MoneyGram,Money Transfer Operator,3.99,7.83,10.68
2021_3Q,United Kingdom,Ghana,TapTap Send,Money Transfer Operator,0.0,2.62,2.62
2021_3Q,United Kingdom,Ghana,TapTap Send,Money Transfer Operator,0.0,3.96,3.96
2021_3Q,United Kingdom,Ghana,WorldRemit,Money Transfer Operator,0.99,4.22,5.04
2021_3Q,Canada,Ghana,Ria,Money Transfer Operator,7.0,2.01,5.51
2021_3Q,Canada,Ghana,Ria,Money Transfer Operator,10.0,2.01,7.01
2021_3Q,United Kingdom,Ghana,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.17,6.37
2021_3Q,Netherlands,Ghana,Ria,Money Transfer Operator,4.0,5.24,8.1
2021_3Q,Germany,Ghana,Remitly,Money Transfer Operator,0.99,5.92,6.62
2021_3Q,Canada,Ghana,Xoom,Money Transfer Operator,4.99,4.39,6.88
2021_3Q,Canada,Ghana,Xoom,Money Transfer Operator,4.99,4.39,6.88
2021_3Q,Canada,Ghana,Western Union,Money Transfer Operator,7.0,7.35,10.85
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,2.99,4.11,5.61
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,2.99,3.11,4.6
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,6.75,2.58,5.95
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,7.99,2.58,6.57
2021_3Q,United States,Ghana,Xoom,Money Transfer Operator,5.99,4.35,7.35
2021_3Q,United States,Ghana,Xoom,Money Transfer Operator,4.99,4.35,6.85
2021_3Q,United States,Ghana,Dahabshiil,Money Transfer Operator,12.0,0.0,6.0
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,9.3,3.39,10.03
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,0.0,3.55,3.55
2021_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,2.9,6.92,9.33
2021_3Q,United States,Ghana,Walmart2World,Bank,4.99,5.54,8.03
2021_3Q,United States,Ghana,Walmart2World,Bank,4.99,3.02,5.52
2021_3Q,United States,Ghana,Walmart2World,Bank,7.99,5.14,9.14
2021_3Q,United States,Ghana,Walmart2World,Bank,8.0,4.8,8.8
2021_3Q,United States,Ghana,Walmart2World,Bank,23.75,4.8,16.68
2021_3Q,Netherlands,Ghana,Transfer Galaxy,Money Transfer Operator,0.7,4.0,4.5
2021_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,1.64,4.14
2021_3Q,United Kingdom,Ghana,Wave,Money Transfer Operator,0.0,4.13,4.13
2021_3Q,Canada,Ghana,Western Union,Money Transfer Operator,7.0,3.8,7.3
2021_3Q,Canada,Ghana,Western Union,Money Transfer Operator,7.0,3.8,7.3
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.99,3.07,3.57
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.99,3.07,3.57
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.99,3.86,4.35
2021_3Q,Netherlands,Ghana,Western Union,Money Transfer Operator,3.9,7.72,10.51
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,1.99,4.49,5.48
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,1.99,5.26,6.25
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.99,3.54,4.04
2021_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.99,4.32,4.82
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,4.0,2.31,4.31
2021_3Q,Germany,Ghana,Small World,Money Transfer Operator,3.49,1.9,4.39
2021_3Q,Netherlands,Ghana,WorldRemit,Money Transfer Operator,0.99,7.17,7.87
2021_3Q,Netherlands,Ghana,WorldRemit,Money Transfer Operator,0.99,7.17,7.87
2021_3Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,0.0,3.58,3.58
2021_3Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,0.0,3.64,3.64
2021_3Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,3.99,4.11,7.44
2021_3Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,3.99,4.8,8.13
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,3.99,2.7,5.55
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,3.99,4.14,6.99
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,7.0,3.68,7.18
2021_3Q,United Kingdom,Ghana,Azimo,Money Transfer Operator,0.99,4.11,4.93
2021_3Q,United Kingdom,Ghana,Azimo,Money Transfer Operator,2.99,6.17,8.66
2021_3Q,Netherlands,Ghana,WorldRemit,Money Transfer Operator,1.99,6.97,8.39
2021_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,1.99,5.54,6.96
2021_3Q,Germany,Ghana,Western Union,Money Transfer Operator,3.9,7.9,10.69
2021_3Q,United States,Ghana,Western Union,Money Transfer Operator,8.0,7.44,11.44
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,4.99,6.28,8.77
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,4.99,6.82,9.32
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,12.87,2.58,9.01
2021_3Q,United States,Ghana,Western Union,Money Transfer Operator,5.0,5.35,7.85
2021_3Q,United States,Ghana,Western Union,Money Transfer Operator,12.0,5.35,11.35
2021_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,7.99,4.04,8.03
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,4.0,2.31,4.31
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,6.0,2.31,5.31
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,9.0,2.31,6.81
2021_3Q,United States,Ghana,Ria,Money Transfer Operator,11.0,2.31,7.81
2021_3Q,United Kingdom,Ghana,WorldRemit,Money Transfer Operator,1.99,6.3,7.96
2021_3Q,Canada,Ghana,WorldRemit,Money Transfer Operator,0.99,5.61,6.11
2021_3Q,Canada,Ghana,WorldRemit,Money Transfer Operator,0.99,6.64,7.14
2021_3Q,Canada,Ghana,WorldRemit,Money Transfer Operator,0.99,5.61,6.11
2021_3Q,Canada,Ghana,WorldRemit,Money Transfer Operator,4.99,8.71,11.2
2021_3Q,Germany,Ghana,Postbank,Post office,12.0,3.04,11.62
2021_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,1.9,5.45,7.03
2021_3Q,United Kingdom,Ghana,Small World,Money Transfer Operator,7.0,3.15,8.98
2021_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,2.64,5.14
2021_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,6.0,0.34,5.34
2021_3Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,5.0,3.29,7.45
2021_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,1.9,6.9,8.49
2021_3Q,United States,Ghana,Western Union,Money Transfer Operator,5.0,5.35,7.85
2021_3Q,Canada,Ghana,Toronto Dominion Bank,Bank,25.0,2.57,15.07
2021_3Q,Canada,Ghana,Toronto Dominion Bank,Bank,50.0,2.51,27.51
2021_3Q,Canada,Ghana,Royal Bank of Canada,Bank,6.0,2.23,5.23
2021_3Q,Canada,Ghana,MoneyGram,Money Transfer Operator,8.0,3.71,7.71
2021_3Q,Canada,Ghana,MoneyGram,Money Transfer Operator,10.0,3.71,8.71
2021_3Q,Canada,Ghana,Western Union,Money Transfer Operator,7.0,8.67,12.17
2021_3Q,Canada,Ghana,Ria,Money Transfer Operator,8.0,4.65,8.65
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,3.76,7.33
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,3.77,7.34
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,3.78,7.35
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.06,7.63
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.08,7.65
2021_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.1,7.67
2021_3Q,Netherlands,Ghana,Rabobank,Money Transfer Operator,5.14,0.0,3.67
2021_3Q,Netherlands,Ghana,Western Union,Money Transfer Operator,3.9,9.66,12.45
2021_3Q,Netherlands,Ghana,Western Union,Money Transfer Operator,3.9,9.68,12.47
2021_3Q,Netherlands,Ghana,Western Union,Money Transfer Operator,3.9,9.69,12.47
2021_3Q,Netherlands,Ghana,Western Union,Money Transfer Operator,3.9,9.82,12.61
2021_3Q,Netherlands,Ghana,MoneyGram,Money Transfer Operator,0.0,7.34,7.34
2021_3Q,Germany,Ghana,Postbank,Post office,8.0,3.04,8.75
2021_3Q,Germany,Ghana,Ria,Money Transfer Operator,8.5,3.74,9.81
2021_3Q,Germany,Ghana,Ria,Money Transfer Operator,8.5,5.24,11.32
2021_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,9.3,2.9,9.55
2021_3Q,Germany,Ghana,Western Union,Money Transfer Operator,3.9,8.94,11.73
2021_3Q,Germany,Ghana,Western Union,Money Transfer Operator,3.9,9.43,12.21
2021_3Q,Germany,Ghana,Western Union,Money Transfer Operator,6.9,10.85,15.78
2021_3Q,Italy,Ethiopia,Poste Italiane via MoneyGram,Money Transfer Operator / Post office,7.4,4.98,10.27
2021_3Q,Tanzania,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,11682.0,2.81,6.41
2021_3Q,United Kingdom,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.46,6.66
2021_3Q,United Kingdom,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.48,6.68
2021_3Q,South Africa,Kenya,Mama Money,Money Transfer Operator,25.0,3.92,5.74
2021_3Q,United States,Kenya,Xoom,Money Transfer Operator,0.0,4.04,4.04
2021_3Q,Rwanda,Kenya,WorldRemit,Money Transfer Operator,4400.0,1.17,4.1
2021_3Q,Rwanda,Kenya,WorldRemit,Money Transfer Operator,4400.0,1.17,4.1
2021_3Q,Rwanda,Kenya,WorldRemit,Money Transfer Operator,4400.0,1.2,4.14
2021_3Q,Canada,Kenya,WorldRemit,Money Transfer Operator,8.99,3.11,7.61
2021_3Q,Canada,Kenya,Wise,Money Transfer Operator,6.64,0.01,3.33
2021_3Q,Rwanda,Kenya,Maico Money Transfer,Money Transfer Operator,6038.0,3.35,7.38
2021_3Q,United Kingdom,Kenya,Sendwave,Money Transfer Operator,0.0,2.88,2.88
2021_3Q,United Kingdom,Kenya,Sendwave,Money Transfer Operator,0.0,3.15,3.15
2021_3Q,United Kingdom,Kenya,CashMinute,Money Transfer Operator,2.0,8.23,9.89
2021_3Q,United Kingdom,Kenya,ACE Money Transfer,Money Transfer Operator,0.99,3.02,3.85
2021_3Q,Canada,Kenya,Xoom,Money Transfer Operator,0.0,4.17,4.17
2021_3Q,Canada,Kenya,Western Union,Money Transfer Operator,0.0,3.44,3.44
2021_3Q,South Africa,Kenya,Sikhona Money Transfers,Money Transfer Operator,28.75,3.87,5.97
2021_3Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,2.99,2.96,5.46
2021_3Q,South Africa,Kenya,EcoCash Remit,Mobile Operator,23.63,2.98,4.7
2021_3Q,Rwanda,Kenya,KCB Bank,Bank,0.0,5.22,5.22
2021_3Q,Canada,Kenya,Ria,Money Transfer Operator,7.0,1.27,4.77
2021_3Q,Canada,Kenya,Ria,Money Transfer Operator,10.0,1.27,6.27
2021_3Q,United Kingdom,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,5.04,2.48,6.68
2021_3Q,Tanzania,Kenya,EcoBank Rapid Transfer,Money Transfer Operator,14774.48,4.12,8.68
2021_3Q,South Africa,Kenya,WorldRemit,Money Transfer Operator,68.5,2.26,7.26
2021_3Q,South Africa,Kenya,WorldRemit,Money Transfer Operator,68.5,2.26,7.26
2021_3Q,Canada,Kenya,Xoom,Money Transfer Operator,4.99,4.17,6.67
2021_3Q,Canada,Kenya,Xoom,Money Transfer Operator,4.99,4.17,6.67
2021_3Q,Canada,Kenya,Western Union,Money Transfer Operator,7.0,9.03,12.53
2021_3Q,Canada,Kenya,MoneyGram,Money Transfer Operator,4.99,2.75,5.24
2021_3Q,United States,Kenya,Xoom,Money Transfer Operator,5.99,4.04,7.03
2021_3Q,United States,Kenya,Xoom,Money Transfer Operator,4.99,4.04,6.53
2021_3Q,United States,Kenya,Dahabshiil,Money Transfer Operator,12.0,0.0,6.0
2021_3Q,United States,Kenya,Western Union,Money Transfer Operator,0.99,2.1,2.59
2021_3Q,United States,Kenya,Western Union,Money Transfer Operator,5.99,2.1,5.09
2021_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,2.9,9.6,12.02
2021_3Q,United States,Kenya,Walmart2World,Bank,7.99,4.29,8.28
2021_3Q,United States,Kenya,Walmart2World,Bank,7.99,4.3,8.3
2021_3Q,United States,Kenya,Walmart2World,Bank,8.0,3.09,7.09
2021_3Q,United States,Kenya,Walmart2World,Bank,23.75,3.09,14.96
2021_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,5.73,11.2
2021_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,5.77,11.24
2021_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,5.79,11.27
2021_3Q,United States,Kenya,WorldRemit,Money Transfer Operator,0.99,3.34,3.84
2021_3Q,United States,Kenya,WorldRemit,Money Transfer Operator,0.99,3.39,3.88
